36	1000	1000	1000	42	1000	43	1000	36	1000	1000	1000	31	1000	33	1000	36	1000	1000	1000	42	1000	43	1000	36	1000	1000	1000	31	1000	33	1000	36	1000	1000	1000	42	1000	43	1000	36	1000	1000	1000	31	1000	33	1000	36	1000	1000	1000	42	1000	43	1000	36	1000	1000	1000	31	1000	33	1000
36	1000	1000	1000	36	1000	36	1000	1000	1000	0	0	36	1000	36	1000	1000	1000	0	0	36	1000	36	1000	1000	1000	47	1000	36	36	36	1000	36	1000	1000	1000	36	1000	36	1000	1000	1000	0	0	36	1000	36	1000	1000	1000	0	0	36	1000	36	1000	1000	1000	47	1000	36	36	36	1000
36	1000	34	1000	32	1000	1000	1000	0	0	0	0	0	0	32	1000	34	1000	1000	1000	39	1000	37	1000	0	37	39	1000	30	1000	1000	1000	36	1000	34	1000	32	1000	1000	1000	0	0	0	0	0	0	32	1000	34	1000	1000	1000	39	1000	37	1000	0	37	39	1000	30	1000	1000	1000
36	1000	1000	1000	0	0	0	0	0	0	36	1000	0	36	1000	0	36	1000	1000	0	0	0	0	0	0	0	36	1000	0	38	1000	1000	36	1000	1000	1000	0	0	0	0	0	0	36	1000	0	36	1000	0	36	1000	1000	0	0	0	0	0	0	0	36	1000	0	38	1000	1000
36	1000	1000	0	0	0	46	1000	0	0	48	1000	45	1000	46	1000	36	1000	1000	0	0	0	49	1000	36	1000	36	1000	45	1000	1000	0	36	1000	1000	0	0	0	46	1000	0	0	48	1000	45	1000	46	1000	36	1000	1000	0	0	0	49	1000	36	1000	36	1000	45	1000	1000	0
36	41	0	41	32	29	0	0	29	1000	1000	0	0	0	0	0	36	1000	1000	41	32	1000	21	1000	29	1000	1000	36	42	1000	0	0	36	41	0	41	32	29	0	0	29	1000	1000	0	0	0	0	0	36	1000	1000	41	32	1000	21	1000	29	1000	1000	36	42	1000	0	0
36	1000	1000	0	38	1000	1000	1000	41	1000	1000	0	0	0	50	0	36	1000	1000	0	33	1000	41	1000	0	36	0	37	34	1000	36	1000	36	1000	1000	0	38	1000	1000	1000	41	1000	1000	0	0	0	50	0	36	1000	1000	0	33	1000	41	1000	0	36	0	37	34	1000	36	1000
36	36	1000	36	36	1000	0	0	36	36	0	31	34	0	31	36	31	1000	0	36	34	1000	31	0	29	1000	1000	29	33	1000	0	0	36	36	1000	36	36	1000	0	0	36	36	0	31	34	0	31	36	31	1000	0	36	34	1000	31	0	29	1000	1000	29	33	1000	0	0
36	1000	1000	0	36	1000	1000	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	1000	0	36	1000	1000	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0	36	1000	0	0
36	1000	45	1000	0	0	38	1000	1000	34	0	38	41	41	38	1000	36	1000	38	1000	0	0	40	1000	0	0	36	1000	0	41	41	0	36	1000	45	1000	0	0	38	1000	1000	34	0	38	41	41	38	1000	36	1000	38	1000	0	0	40	1000	0	0	36	1000	0	41	41	0
36	34	1000	39	1000	39	1000	1000	43	1000	1000	41	1000	0	0	0	36	34	1000	35	1000	36	1000	1000	29	1000	1000	33	1000	1000	0	0	36	34	1000	39	1000	39	1000	1000	43	1000	1000	41	1000	0	0	0	36	34	1000	35	1000	36	1000	1000	29	1000	1000	33	1000	1000	0	0
36	36	1000	42	42	42	1000	42	1000	1000	0	0	0	0	0	0	39	54	1000	54	47	42	1000	42	1000	0	54	1000	46	51	0	0	36	36	1000	42	42	42	1000	42	1000	1000	0	0	0	0	0	0	39	54	1000	54	47	42	1000	42	1000	0	54	1000	46	51	0	0
36	1000	1000	1000	0	0	0	0	0	0	40	1000	31	28	37	1000	36	1000	1000	0	0	0	0	0	0	0	0	0	36	36	37	1000	36	1000	1000	1000	0	0	0	0	0	0	40	1000	31	28	37	1000	36	1000	1000	0	0	0	0	0	0	0	0	0	36	36	37	1000
36	1000	1000	36	35	34	0	0	32	1000	1000	0	36	1000	1000	1000	36	1000	1000	36	34	34	1000	1000	32	1000	1000	0	34	1000	1000	1000	36	1000	1000	36	35	34	0	0	32	1000	1000	0	36	1000	1000	1000	36	1000	1000	36	34	34	1000	1000	32	1000	1000	0	34	1000	1000	1000
36	0	41	29	29	0	29	34	1000	1000	36	35	34	1000	35	1000	39	1000	0	31	1000	30	34	1000	38	39	38	38	36	0	34	0	36	0	41	29	29	0	29	34	1000	1000	36	35	34	1000	35	1000	39	1000	0	31	1000	30	34	1000	38	39	38	38	36	0	34	0
