48	0	0	0	54	0	55	0	48	0	0	0	43	0	45	0	48	0	0	0	54	0	55	0	48	0	0	0	43	0	45	0	48	0	0	0	54	0	55	0	48	0	0	0	43	0	45	0	48	0	0	0	54	0	55	0	48	0	0	0	43	0	45	0
48	0	0	0	48	0	48	0	0	0	0	0	48	0	48	0	0	0	0	0	48	0	48	0	0	0	59	0	48	48	48	0	48	0	0	0	48	0	48	0	0	0	0	0	48	0	48	0	0	0	0	0	48	0	48	0	0	0	59	0	48	48	48	0
48	0	46	0	44	0	0	0	0	0	0	0	0	0	44	0	46	0	0	0	51	0	49	0	0	49	51	0	42	0	0	0	48	0	46	0	44	0	0	0	0	0	0	0	0	0	44	0	46	0	0	0	51	0	49	0	0	49	51	0	42	0	0	0
48	0	0	0	0	0	0	0	0	0	48	0	0	48	0	0	48	0	0	0	0	0	0	0	0	0	48	0	0	50	0	0	41	0	0	0	0	48	53	0	45	0	0	0	0	45	0	0	46	0	0	0	46	0	0	0	46	0	47	0	0	0	47	0
48	0	0	0	0	0	58	0	0	0	60	0	57	0	58	0	48	0	0	0	0	0	61	0	48	0	48	0	57	0	0	0	48	0	0	0	0	0	58	0	0	0	60	0	57	0	58	0	48	0	0	0	0	0	61	0	48	0	48	0	57	0	0	0
48	53	0	53	44	41	0	0	41	0	0	0	0	0	0	0	48	0	0	53	44	0	33	0	41	0	0	48	54	0	0	54	48	53	0	53	44	41	0	0	41	0	0	0	0	0	0	0	48	0	0	53	44	0	33	0	41	0	0	48	54	0	0	54
48	0	0	0	50	0	0	0	53	0	0	0	0	0	62	0	48	0	0	0	45	0	53	0	0	48	0	49	46	0	48	0	48	0	0	0	50	0	0	0	53	0	0	0	0	0	62	0	48	0	0	0	45	0	53	0	0	48	0	49	46	0	48	0
48	48	0	48	48	0	0	0	48	48	0	43	46	0	43	48	43	0	0	48	46	0	43	0	41	0	0	41	45	0	0	0	48	48	0	48	48	0	0	0	48	48	0	43	46	0	43	48	43	0	0	48	46	0	43	0	41	0	0	41	45	0	0	0
48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0	48	0	0	0
48	0	57	0	0	0	50	0	0	46	0	50	53	53	50	0	48	0	50	0	0	0	52	0	0	0	48	0	0	53	53	0	48	0	57	0	0	0	50	0	0	46	0	50	53	53	50	0	48	0	50	0	0	0	52	0	0	0	48	0	0	53	53	0
48	46	0	51	0	51	0	0	55	0	0	53	0	0	0	0	48	46	0	47	0	48	0	0	41	0	0	45	0	0	0	0	48	46	0	51	0	51	0	0	55	0	0	53	0	0	0	0	48	46	0	47	0	48	0	0	41	0	0	45	0	0	0	0
48	48	0	54	54	54	0	54	0	0	0	0	0	0	0	0	51	66	0	66	59	54	0	54	0	0	66	0	58	63	0	70	48	48	0	54	54	54	0	54	0	0	0	0	0	0	0	0	51	66	0	66	59	54	0	54	0	0	66	0	58	63	0	70
48	0	0	0	0	0	0	0	0	0	52	0	43	40	49	0	48	0	0	0	0	0	0	0	0	0	0	0	48	48	49	0	48	0	0	0	0	0	0	0	0	0	52	0	43	40	49	0	48	0	0	0	0	0	0	0	0	0	0	0	48	48	49	0
48	0	0	48	47	46	0	0	44	0	0	0	48	0	0	0	48	0	0	48	46	46	0	0	44	0	0	0	46	0	0	0	48	0	0	48	47	46	0	0	44	0	0	0	48	0	0	0	48	0	0	48	46	46	0	0	44	0	0	0	46	0	0	0
