36	0	0	0	42	0	43	0	36	0	0	0	31	0	33	0	36	0	0	0	42	0	43	0	36	0	0	0	31	0	33	0
36	0	0	0	36	0	36	0	0	0	0	0	36	0	36	0	0	0	0	0	36	0	36	0	0	0	47	0	36	36	36	0
36	0	34	0	32	0	0	0	0	0	0	0	0	0	32	0	34	0	0	0	39	0	37	0	0	37	39	0	30	0	0	0
36	0	0	0	0	0	0	0	0	0	36	0	0	36	0	0	36	0	0	0	0	0	0	0	0	0	36	0	0	38	0	0
36	0	0	0	0	0	46	0	0	0	48	0	45	0	46	0	36	0	0	0	0	0	49	0	36	0	36	0	45	0	0	0
36	41	0	41	32	29	0	0	29	0	0	0	0	0	0	0	36	0	0	41	32	0	21	0	29	0	0	36	42	0	0	0
36	0	0	0	38	0	0	0	41	0	0	0	0	0	50	0	36	0	0	0	33	0	41	0	0	36	0	37	34	0	36	0
36	36	0	36	36	0	0	0	36	36	0	31	34	0	31	36	31	0	0	36	34	0	31	0	29	0	0	29	33	0	0	0
36	0	0	0	36	0	0	0	36	0	0	0	36	0	0	0	36	0	0	0	36	0	0	0	36	0	0	0	36	0	0	0
36	0	45	0	0	0	38	0	0	34	0	38	41	41	38	0	36	0	38	0	0	0	40	0	0	0	36	0	0	41	41	0
36	34	0	39	0	39	0	0	43	0	0	41	0	0	0	0	36	34	0	35	0	36	0	0	29	0	0	33	0	0	0	0
36	36	0	42	42	42	0	42	0	0	0	0	0	0	0	0	39	54	0	54	47	42	0	42	0	0	54	0	46	51	0	0
36	0	0	0	0	0	0	0	0	0	40	0	31	28	37	0	36	0	0	0	0	0	0	0	0	0	0	0	36	36	37	0
36	0	0	36	35	34	0	0	32	0	0	0	36	0	0	0	36	0	0	36	34	34	0	0	32	0	0	0	34	0	0	0
36	0	41	29	29	0	29	34	0	0	36	35	34	0	35	0	39	0	0	31	0	30	34	0	38	39	38	38	36	0	34	0
36	36	0	31	31	0	31	0	36	36	0	32	31	0	33	0	36	36	0	31	31	0	31	0	36	36	0	30	31	0	33	0
0	36	0	0	27	28	38	0	0	36	0	0	33	30	33	31	0	0	0	0	0	30	36	33	0	0	0	0	27	35	0	0
36	0	39	0	0	0	0	39	27	0	27	0	32	0	32	0	36	0	39	0	0	0	0	27	27	0	32	0	32	0	26	0
0	0	36	36	0	0	0	0	0	34	33	0	33	0	0	0	0	0	37	0	37	0	0	0	0	34	33	0	34	0	30	0
36	0	0	46	46	0	38	0	0	50	0	46	0	0	49	0	46	0	0	46	45	0	45	0	48	48	47	0	45	45	47	0
0	0	0	36	0	32	0	36	0	0	0	29	0	32	0	38	0	0	0	0	32	0	32	0	26	0	0	35	26	0	36	0
36	0	0	36	0	0	36	0	0	0	0	0	0	0	0	0	36	0	0	36	0	0	36	0	0	0	0	0	0	0	0	0
36	0	34	0	37	0	0	0	0	0	0	0	0	0	0	0	37	0	34	0	36	0	0	0	0	0	0	0	0	0	0	0
36	0	36	0	33	0	43	0	0	35	0	40	40	0	42	0	0	0	0	41	43	0	43	0	0	0	0	0	0	0	0	0
36	0	34	0	36	0	0	36	32	37	34	0	35	0	0	31	36	36	34	0	36	0	35	0	36	0	34	0	44	0	0	0
36	24	29	0	0	0	0	36	0	33	30	0	0	30	0	0	32	0	32	36	0	23	0	35	0	33	0	29	0	29	0	0
36	0	41	0	0	35	0	0	33	0	31	0	32	0	0	0	24	0	28	0	22	0	24	0	33	0	30	0	33	0	0	0
0	0	36	0	38	0	0	0	0	0	0	0	33	33	0	0	34	0	35	0	28	0	0	0	0	0	0	0	33	33	0	0
36	0	0	0	0	0	36	0	0	0	32	33	36	0	32	31	29	0	0	0	41	0	0	0	31	0	33	0	36	0	33	0
36	0	36	0	40	0	43	0	0	0	0	0	31	31	0	31	36	0	36	0	40	0	43	0	0	0	0	0	31	31	0	0
0	0	0	0	36	0	0	0	0	0	0	33	34	0	31	0	37	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	39	0	40	0	40	0	37	0	0	0	0	0	0	35	0	35	0	40	0	0	0	35	0	0	0	31	40	0	40	0
36	0	34	0	36	41	0	38	38	0	34	0	0	0	29	29	33	0	36	0	33	0	0	39	36	0	36	0	34	0	29	0
0	0	0	0	0	0	0	0	0	0	0	36	37	0	44	0	29	0	0	31	25	0	45	0	38	0	0	0	0	0	0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	34	29	0	31	0	34	0	0	34	29	0	38	0
36	0	42	0	46	0	0	0	0	0	0	0	0	0	0	0	38	0	38	0	41	0	0	0	0	0	0	0	0	0	0	0
36	0	42	0	0	0	30	0	37	0	42	0	0	0	0	0	39	0	35	0	0	0	30	0	39	0	44	0	0	0	0	0
36	0	0	0	38	0	38	0	38	0	0	0	41	0	0	0	38	0	0	0	0	0	33	0	0	0	36	0	0	0	40	0
36	0	0	0	27	0	27	0	31	0	0	0	31	0	31	0	0	0	0	0	31	39	0	39	24	0	0	31	0	31	0	0
0	0	0	0	0	0	0	36	36	0	36	0	29	0	0	0	0	0	0	0	0	0	0	36	29	0	34	0	36	0	39	0
36	0	35	0	36	43	0	41	40	0	36	0	38	0	0	0	35	0	38	0	36	35	0	40	40	0	38	0	31	0	0	0
36	36	0	38	34	0	30	0	0	41	31	35	38	0	36	0	0	0	40	0	40	0	41	0	41	41	41	38	40	36	36	0
36	0	38	0	0	0	0	0	36	0	38	0	0	0	0	0	36	0	38	0	0	0	0	38	43	0	44	0	45	0	0	0
0	0	0	0	0	0	36	0	39	0	0	0	37	38	0	37	42	0	46	0	0	36	44	0	45	0	48	0	43	0	42	0
36	0	44	0	40	33	0	45	36	0	42	0	38	0	0	0	37	0	33	0	40	38	0	45	38	0	42	0	38	45	0	0
36	34	0	0	42	0	42	39	0	0	38	0	0	0	38	36	0	0	31	0	0	0	36	0	36	31	0	0	43	38	0	0
0	0	0	0	0	0	0	0	36	0	41	0	38	0	36	0	0	0	0	0	0	0	0	0	38	0	41	0	38	0	41	0
36	0	0	38	40	0	0	0	0	0	38	0	36	0	31	0	38	31	0	31	31	0	38	0	0	0	38	0	35	0	26	0
0	0	0	0	36	0	42	0	0	0	0	34	36	0	42	0	0	0	0	34	36	0	41	0	0	0	0	34	36	0	31	0
36	36	0	0	36	0	0	0	0	0	0	36	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	34	0	0	0	0
